id,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3239.00,0.00,7.60,0.27,0.29,2.50,0.06,37.00,115.00,0.99,3.09,0.37,9.80,5.00
3240.00,0.00,6.60,0.34,0.24,3.30,0.03,29.00,99.00,0.99,3.10,0.40,12.30,7.00
3241.00,0.00,6.40,0.16,0.42,1.00,0.04,29.00,113.00,0.99,3.18,0.52,11.00,6.00
3242.00,0.00,5.80,0.30,0.42,1.10,0.04,19.00,113.00,0.99,3.10,0.46,12.60,7.00
3243.00,0.00,7.00,0.29,0.35,1.40,0.04,42.00,109.00,0.99,3.31,0.62,11.60,6.00
3244.00,0.00,6.60,0.34,0.24,3.30,0.03,29.00,99.00,0.99,3.10,0.40,12.30,7.00
3245.00,0.00,6.70,0.21,0.36,8.55,0.02,20.00,86.00,0.99,3.19,0.22,13.40,7.00
3246.00,0.00,7.60,0.27,0.29,2.50,0.06,37.00,115.00,0.99,3.09,0.37,9.80,5.00
3247.00,0.00,6.80,0.22,0.41,6.70,0.03,39.00,116.00,0.99,3.18,0.46,11.50,6.00
3248.00,0.00,7.70,0.27,0.49,3.80,0.04,46.00,139.00,0.99,3.04,0.38,11.60,6.00
3249.00,0.00,6.40,0.25,0.37,4.50,0.04,41.00,147.00,0.99,3.18,0.40,11.10,7.00
3250.00,0.00,6.40,0.23,0.35,4.60,0.04,43.00,147.00,0.99,3.18,0.40,11.00,7.00
3251.00,0.00,6.70,0.13,0.45,4.20,0.04,52.00,131.00,0.99,3.06,0.54,11.30,6.00
3252.00,0.00,6.70,0.24,0.37,11.30,0.04,64.00,173.00,1.00,3.08,0.53,9.90,6.00
3253.00,0.00,7.10,0.26,0.37,5.50,0.03,31.00,105.00,0.99,3.06,0.33,12.60,8.00
3254.00,0.00,5.30,0.30,0.16,4.20,0.03,37.00,100.00,0.99,3.30,0.36,11.80,8.00
3255.00,0.00,7.10,0.38,0.40,2.20,0.04,54.00,201.00,0.99,3.03,0.50,11.40,5.00
3256.00,0.00,7.40,0.19,0.31,14.50,0.05,39.00,193.00,1.00,3.10,0.50,9.20,6.00
3257.00,0.00,7.40,0.19,0.31,14.50,0.05,39.00,193.00,1.00,3.10,0.50,9.20,6.00
3258.00,0.00,7.40,0.19,0.31,14.50,0.05,39.00,193.00,1.00,3.10,0.50,9.20,6.00
3259.00,0.00,7.40,0.19,0.31,14.50,0.05,39.00,193.00,1.00,3.10,0.50,9.20,6.00
3260.00,0.00,7.40,0.19,0.31,14.50,0.05,39.00,193.00,1.00,3.10,0.50,9.20,6.00
3261.00,0.00,7.40,0.19,0.31,14.50,0.05,39.00,193.00,1.00,3.10,0.50,9.20,6.00
3262.00,0.00,6.30,0.32,0.32,1.50,0.03,24.00,101.00,0.99,3.21,0.42,13.00,5.00
3263.00,0.00,7.60,0.19,0.32,18.75,0.05,32.00,193.00,1.00,3.10,0.50,9.30,7.00
3264.00,0.00,6.50,0.26,0.31,3.60,0.03,36.00,92.00,0.99,3.22,0.62,12.60,8.00
3265.00,0.00,5.90,0.24,0.12,1.40,0.04,60.00,247.00,0.99,3.34,0.44,9.60,6.00
3266.00,0.00,4.20,0.22,0.23,5.10,0.04,64.00,157.00,1.00,3.42,0.44,8.00,3.00
3267.00,0.00,8.10,0.24,0.32,10.50,0.03,34.00,105.00,0.99,3.11,0.42,11.80,6.00
3268.00,0.00,5.80,0.23,0.20,2.00,0.04,39.00,154.00,0.99,3.21,0.39,10.20,6.00
3269.00,0.00,7.50,0.33,0.36,2.60,0.05,26.00,126.00,0.99,3.32,0.53,12.70,6.00
3270.00,0.00,6.60,0.38,0.36,9.20,0.06,42.00,214.00,1.00,3.31,0.56,9.40,5.00
3271.00,0.00,6.40,0.15,0.29,1.80,0.04,21.00,115.00,0.99,3.10,0.38,10.20,5.00
3272.00,0.00,6.50,0.32,0.34,5.70,0.04,27.00,91.00,0.99,3.28,0.60,12.00,7.00
3273.00,0.00,7.50,0.22,0.32,2.40,0.05,29.00,100.00,0.99,3.08,0.60,11.30,7.00
3274.00,0.00,6.40,0.23,0.32,1.90,0.04,40.00,118.00,0.99,3.32,0.53,11.80,7.00
3275.00,0.00,6.10,0.22,0.31,1.40,0.04,40.00,129.00,0.99,3.45,0.59,10.90,5.00
3276.00,0.00,6.50,0.48,0.02,0.90,0.04,32.00,99.00,0.99,3.14,0.47,9.80,4.00
3277.00,0.00,6.60,0.23,0.30,4.60,0.06,29.00,154.00,0.99,3.23,0.49,12.20,8.00
3278.00,0.00,6.40,0.16,0.25,1.40,0.06,21.00,125.00,0.99,3.23,0.44,11.10,7.00
3279.00,0.00,6.60,0.38,0.36,9.20,0.06,42.00,214.00,1.00,3.31,0.56,9.40,5.00
3280.00,0.00,7.40,0.16,0.32,1.40,0.07,23.00,140.00,0.99,3.06,0.47,11.40,6.00
3281.00,0.00,6.40,0.15,0.29,1.80,0.04,21.00,115.00,0.99,3.10,0.38,10.20,5.00
3282.00,0.00,6.50,0.32,0.30,2.30,0.05,20.00,127.00,0.99,3.13,0.52,12.80,6.00
3283.00,0.00,6.70,0.12,0.36,2.30,0.04,43.00,125.00,0.99,3.07,0.67,10.10,7.00
3284.00,0.00,6.60,0.20,0.14,4.40,0.18,35.00,168.00,0.99,2.93,0.45,9.40,6.00
3285.00,0.00,8.00,0.34,0.25,6.40,0.04,38.00,103.00,0.99,2.91,0.23,12.20,6.00
3286.00,0.00,6.80,0.21,0.31,2.90,0.05,40.00,121.00,0.99,3.07,0.65,10.90,7.00
3287.00,0.00,6.80,0.23,0.31,2.80,0.05,40.00,122.00,0.99,3.06,0.64,10.90,7.00
3288.00,0.00,6.80,0.21,0.31,2.90,0.05,40.00,121.00,0.99,3.07,0.65,10.90,7.00
3289.00,0.00,6.60,0.20,0.14,4.40,0.18,35.00,168.00,0.99,2.93,0.45,9.40,6.00
3290.00,0.00,6.60,0.28,0.42,8.20,0.04,60.00,196.00,1.00,3.14,0.48,9.40,5.00
3291.00,0.00,7.80,0.25,0.37,1.00,0.04,10.00,80.00,0.99,3.08,0.38,11.40,5.00
3292.00,0.00,5.60,0.12,0.33,2.90,0.04,21.00,73.00,0.99,3.17,0.32,12.90,8.00
3293.00,0.00,6.60,0.28,0.41,7.00,0.05,59.00,194.00,1.00,3.14,0.48,9.40,5.00
3294.00,0.00,6.80,0.17,0.35,1.80,0.04,29.00,84.00,0.99,2.91,0.57,12.00,7.00
3295.00,0.00,7.30,0.25,0.28,1.50,0.04,19.00,113.00,0.99,3.38,0.56,10.10,6.00
3296.00,0.00,6.60,0.28,0.41,7.00,0.05,59.00,194.00,1.00,3.14,0.48,9.40,5.00
3297.00,0.00,6.60,0.28,0.42,8.20,0.04,60.00,196.00,1.00,3.14,0.48,9.40,5.00
3298.00,0.00,6.50,0.25,0.50,7.60,0.05,54.00,184.00,1.00,3.17,0.45,9.20,5.00
3299.00,0.00,6.30,0.24,0.35,2.30,0.04,43.00,109.00,0.99,3.34,0.44,11.80,6.00
3300.00,0.00,6.80,0.32,0.32,8.70,0.03,31.00,105.00,0.99,3.00,0.34,12.30,7.00
3301.00,0.00,7.80,0.25,0.37,1.00,0.04,10.00,80.00,0.99,3.08,0.38,11.40,5.00
3302.00,0.00,5.60,0.12,0.33,2.90,0.04,21.00,73.00,0.99,3.17,0.32,12.90,8.00
3303.00,0.00,6.60,0.24,0.28,6.70,0.03,26.00,91.00,0.99,3.13,0.32,12.30,6.00
3304.00,0.00,6.30,0.22,0.34,5.00,0.03,36.00,93.00,0.99,3.27,0.36,13.50,7.00
3305.00,0.00,6.00,0.32,0.30,1.90,0.03,41.00,142.00,0.99,3.29,0.42,12.80,7.00
3306.00,0.00,6.30,0.19,0.29,2.00,0.02,33.00,96.00,0.99,3.04,0.54,12.80,7.00
3307.00,0.00,6.00,0.32,0.30,1.90,0.03,41.00,142.00,0.99,3.29,0.42,12.80,7.00
3308.00,0.00,9.40,0.24,0.29,8.50,0.04,124.00,208.00,0.99,2.90,0.38,11.00,3.00
3309.00,0.00,6.40,0.35,0.28,12.60,0.04,19.00,124.00,1.00,3.20,0.43,10.60,6.00
3310.00,0.00,6.70,0.46,0.27,5.20,0.04,35.00,96.00,0.99,3.16,0.44,12.40,7.00
3311.00,0.00,6.30,0.30,0.29,2.10,0.05,33.00,142.00,0.99,3.22,0.46,12.90,7.00
3312.00,0.00,6.00,0.19,0.29,1.10,0.05,67.00,152.00,0.99,3.54,0.59,11.10,7.00
3313.00,0.00,5.90,0.24,0.28,1.30,0.03,36.00,95.00,0.99,3.08,0.64,12.90,7.00
3314.00,0.00,7.30,0.15,0.33,1.10,0.04,14.00,64.00,0.99,3.10,0.37,11.80,7.00
3315.00,0.00,6.60,0.44,0.38,9.20,0.06,66.00,243.00,1.00,3.23,0.54,9.10,6.00
3316.00,0.00,5.80,0.18,0.37,1.20,0.04,19.00,74.00,0.99,3.09,0.49,12.70,7.00
3317.00,0.00,5.80,0.18,0.37,1.10,0.04,31.00,96.00,0.99,3.16,0.48,12.00,6.00
3318.00,0.00,5.60,0.32,0.32,8.30,0.04,32.00,105.00,0.99,3.24,0.47,11.20,6.00
3319.00,0.00,6.60,0.16,0.35,1.80,0.04,26.00,105.00,0.99,3.19,0.75,12.40,7.00
3320.00,0.00,5.10,0.21,0.28,1.40,0.05,48.00,148.00,0.99,3.50,0.49,10.40,5.00
3321.00,0.00,7.50,0.29,0.36,15.70,0.05,29.00,124.00,1.00,3.06,0.54,10.40,5.00
3322.00,0.00,6.00,0.26,0.33,4.35,0.04,15.00,80.00,0.99,3.29,0.50,12.70,6.00
3323.00,0.00,5.70,0.26,0.30,1.80,0.04,30.00,105.00,0.99,3.48,0.52,12.50,7.00
3324.00,0.00,7.10,0.17,0.31,1.60,0.04,15.00,103.00,0.99,3.14,0.50,12.00,6.00
3325.00,0.00,6.90,0.17,0.30,2.00,0.05,13.00,117.00,0.99,3.16,0.51,11.60,6.00
3326.00,0.00,6.80,0.25,0.28,5.00,0.04,42.00,126.00,0.99,3.12,0.38,12.60,7.00
3327.00,0.00,6.60,0.17,0.28,1.80,0.04,62.00,178.00,0.99,3.15,0.42,10.20,5.00
3328.00,0.00,5.80,0.17,0.36,1.30,0.04,11.00,70.00,0.99,3.43,0.68,10.40,7.00
3329.00,0.00,6.40,0.24,0.29,1.00,0.04,18.00,122.00,0.99,3.30,0.42,11.50,5.00
3330.00,0.00,6.70,0.21,0.34,1.40,0.05,36.00,112.00,0.99,3.02,0.50,11.00,6.00
3331.00,0.00,6.70,0.23,0.33,8.10,0.05,45.00,176.00,0.99,3.11,0.52,10.10,6.00
3332.00,0.00,6.80,0.23,0.32,8.60,0.05,47.00,159.00,0.99,3.08,0.52,10.50,6.00
3333.00,0.00,6.50,0.22,0.28,3.70,0.06,29.00,151.00,0.99,3.23,0.41,12.10,7.00
3334.00,0.00,5.10,0.17,0.22,5.70,0.05,42.00,146.00,0.99,3.18,0.55,9.90,6.00
3335.00,0.00,6.60,0.43,0.25,2.35,0.03,23.00,87.00,0.99,3.05,0.41,11.40,6.00
3336.00,0.00,6.90,0.38,0.29,13.65,0.05,52.00,189.00,1.00,3.00,0.60,9.50,6.00
3337.00,0.00,6.90,0.38,0.29,13.65,0.05,52.00,189.00,1.00,3.00,0.60,9.50,6.00
3338.00,0.00,6.90,0.38,0.29,13.65,0.05,52.00,189.00,1.00,3.00,0.60,9.50,6.00
3339.00,0.00,7.20,0.27,0.28,15.20,0.05,6.00,41.00,1.00,3.17,0.39,10.90,6.00
3340.00,0.00,7.60,0.17,0.27,4.60,0.05,23.00,98.00,0.99,3.08,0.47,9.50,6.00
3341.00,0.00,6.20,0.30,0.31,1.20,0.05,19.00,125.00,0.99,3.32,0.54,12.60,6.00
3342.00,0.00,7.60,0.17,0.27,4.60,0.05,23.00,98.00,0.99,3.08,0.47,9.50,6.00
3343.00,0.00,6.50,0.26,0.32,6.65,0.06,34.00,104.00,0.99,3.18,0.42,11.10,5.00
3344.00,0.00,6.90,0.36,0.28,13.55,0.05,51.00,189.00,1.00,3.00,0.60,9.50,7.00
3345.00,0.00,6.90,0.38,0.29,13.65,0.05,52.00,189.00,1.00,3.00,0.60,9.50,6.00
3346.00,0.00,6.80,0.18,0.24,9.80,0.06,64.00,188.00,1.00,3.13,0.51,10.60,6.00
3347.00,0.00,6.70,0.18,0.24,10.30,0.06,64.00,185.00,1.00,3.12,0.50,10.60,6.00
3348.00,0.00,6.60,0.16,0.21,6.70,0.06,43.00,157.00,0.99,3.15,0.52,10.80,6.00
3349.00,0.00,7.20,0.27,0.28,15.20,0.05,6.00,41.00,1.00,3.17,0.39,10.90,6.00
3350.00,0.00,6.40,0.17,0.27,9.90,0.05,26.00,101.00,1.00,3.34,0.50,9.90,6.00
3351.00,0.00,7.20,0.22,0.28,7.20,0.06,41.00,132.00,0.99,3.08,0.59,11.30,6.00
3352.00,0.00,6.00,0.22,0.28,1.10,0.03,47.00,90.00,0.99,3.22,0.38,12.60,6.00
3353.00,0.00,6.70,0.36,0.28,8.30,0.03,29.00,81.00,0.99,2.96,0.39,12.50,6.00
3354.00,0.00,6.50,0.43,0.28,11.25,0.03,31.00,87.00,0.99,3.02,0.38,12.40,6.00
3355.00,0.00,5.90,0.20,0.28,12.80,0.04,29.00,132.00,0.99,3.31,0.57,11.80,7.00
3356.00,0.00,5.30,0.32,0.23,9.65,0.03,26.00,119.00,0.99,3.18,0.53,12.20,6.00
3357.00,0.00,6.80,0.20,0.28,12.60,0.05,54.00,136.00,1.00,3.19,0.37,10.70,6.00
3358.00,0.00,6.00,0.22,0.33,12.20,0.03,25.00,97.00,0.99,3.17,0.42,11.30,7.00
3359.00,0.00,6.70,0.36,0.28,8.30,0.03,29.00,81.00,0.99,2.96,0.39,12.50,6.00
3360.00,0.00,6.50,0.43,0.28,11.25,0.03,31.00,87.00,0.99,3.02,0.38,12.40,6.00
3361.00,0.00,7.10,0.18,0.49,1.30,0.03,12.00,72.00,0.99,3.05,0.53,11.30,7.00
3362.00,0.00,6.40,0.17,0.27,9.90,0.05,26.00,101.00,1.00,3.34,0.50,9.90,6.00
3363.00,0.00,7.20,0.22,0.28,7.20,0.06,41.00,132.00,0.99,3.08,0.59,11.30,6.00
3364.00,0.00,6.00,0.22,0.28,1.10,0.03,47.00,90.00,0.99,3.22,0.38,12.60,6.00
3365.00,0.00,6.00,0.20,0.26,1.10,0.03,38.00,67.00,0.99,3.14,0.38,11.50,6.00
3366.00,0.00,7.60,0.20,0.26,4.80,0.03,26.00,76.00,0.99,2.98,0.49,12.30,7.00
3367.00,0.00,6.20,0.30,0.21,1.10,0.03,31.00,111.00,0.99,2.97,0.42,12.20,6.00
3368.00,0.00,6.00,0.29,0.25,1.40,0.03,30.00,114.00,0.99,3.08,0.43,13.20,6.00
3369.00,0.00,6.60,0.18,0.28,1.70,0.04,53.00,161.00,0.99,3.13,0.45,10.20,6.00
3370.00,0.00,7.00,0.22,0.28,10.60,0.04,32.00,117.00,0.99,3.05,0.55,11.50,7.00
3371.00,0.00,6.00,0.29,0.25,1.40,0.03,30.00,114.00,0.99,3.08,0.43,13.20,6.00
3372.00,0.00,6.20,0.30,0.21,1.10,0.03,31.00,111.00,0.99,2.97,0.42,12.20,6.00
3373.00,0.00,5.60,0.15,0.26,5.55,0.05,51.00,139.00,0.99,3.47,0.50,11.00,6.00
3374.00,0.00,6.90,0.28,0.24,2.10,0.03,49.00,121.00,0.99,2.98,0.43,13.20,7.00
3375.00,0.00,5.90,0.19,0.21,1.70,0.05,57.00,135.00,0.99,3.32,0.44,9.50,5.00
3376.00,0.00,7.80,0.22,0.26,9.00,0.05,38.00,132.00,1.00,3.25,0.53,10.20,6.00
3377.00,0.00,6.60,0.18,0.28,1.70,0.04,53.00,161.00,0.99,3.13,0.45,10.20,6.00
3378.00,0.00,7.00,0.40,0.25,1.80,0.05,51.00,189.00,0.99,3.00,0.55,11.40,6.00
3379.00,0.00,6.10,0.28,0.27,4.70,0.03,56.00,140.00,0.99,3.16,0.42,12.50,8.00
3380.00,0.00,7.60,0.36,0.49,11.30,0.05,87.00,221.00,1.00,3.01,0.43,9.20,5.00
3381.00,0.00,6.50,0.28,0.34,3.60,0.04,29.00,121.00,0.99,3.28,0.48,12.10,7.00
3382.00,0.00,6.90,0.19,0.35,6.90,0.05,51.00,125.00,0.99,3.10,0.44,10.70,7.00
3383.00,0.00,6.50,0.28,0.34,3.60,0.04,29.00,121.00,0.99,3.28,0.48,12.10,7.00
3384.00,0.00,6.40,0.22,0.32,4.90,0.05,50.00,156.00,0.99,3.38,0.55,11.20,6.00
3385.00,0.00,6.80,0.23,0.30,6.95,0.04,42.00,179.00,0.99,3.25,0.56,10.60,6.00
3386.00,0.00,6.40,0.32,0.31,1.90,0.04,34.00,126.00,0.99,3.06,0.45,11.80,6.00
3387.00,0.00,6.10,0.28,0.27,4.70,0.03,56.00,140.00,0.99,3.16,0.42,12.50,8.00
3388.00,0.00,7.60,0.36,0.49,11.30,0.05,87.00,221.00,1.00,3.01,0.43,9.20,5.00
3389.00,0.00,8.80,0.39,0.35,1.80,0.10,22.00,80.00,0.99,2.95,0.54,12.60,6.00
3390.00,0.00,6.60,0.24,0.30,11.30,0.03,11.00,77.00,0.99,3.13,0.55,12.80,7.00
3391.00,0.00,6.90,0.29,0.30,8.20,0.03,35.00,112.00,0.99,3.00,0.37,12.30,6.00
3392.00,0.00,6.90,0.28,0.30,8.30,0.03,37.00,113.00,0.99,2.99,0.38,12.30,8.00
3393.00,0.00,6.70,0.38,0.26,9.55,0.04,35.00,91.00,0.99,2.98,0.37,12.40,6.00
3394.00,0.00,8.00,0.28,0.30,8.40,0.03,35.00,115.00,0.99,2.93,0.42,12.30,6.00
3395.00,0.00,6.50,0.25,0.45,7.80,0.05,52.00,188.00,1.00,3.20,0.53,9.10,5.00
3396.00,0.00,6.60,0.26,0.46,7.80,0.05,48.00,186.00,1.00,3.20,0.54,9.10,5.00
3397.00,0.00,7.40,0.29,0.28,10.20,0.03,43.00,138.00,1.00,3.10,0.47,10.60,6.00
3398.00,0.00,6.30,0.19,0.29,5.50,0.04,44.00,189.00,0.99,3.19,0.47,10.30,6.00
3399.00,0.00,6.10,0.33,0.32,7.80,0.05,52.00,183.00,1.00,3.39,0.65,9.50,5.00
3400.00,0.00,5.60,0.32,0.33,7.40,0.04,25.00,95.00,0.99,3.25,0.49,11.10,6.00
3401.00,0.00,7.70,0.46,0.18,3.30,0.05,18.00,143.00,0.99,3.12,0.51,10.80,6.00
3402.00,0.00,8.80,0.19,0.30,5.00,0.03,34.00,120.00,0.99,2.94,0.47,11.20,5.00
3403.00,0.00,7.70,0.46,0.18,3.30,0.05,18.00,143.00,0.99,3.12,0.51,10.80,6.00
3404.00,0.00,8.80,0.27,0.25,5.00,0.02,52.00,99.00,0.99,2.87,0.49,11.40,5.00
3405.00,0.00,5.80,0.18,0.28,1.30,0.03,9.00,94.00,0.99,3.21,0.52,11.20,6.00
3406.00,0.00,5.80,0.15,0.32,1.20,0.04,14.00,119.00,0.99,3.19,0.50,10.20,6.00
3407.00,0.00,5.60,0.32,0.33,7.40,0.04,25.00,95.00,0.99,3.25,0.49,11.10,6.00
3408.00,0.00,6.10,0.33,0.32,7.80,0.05,52.00,183.00,1.00,3.39,0.65,9.50,5.00
3409.00,0.00,7.10,0.32,0.30,9.90,0.04,63.00,192.00,1.00,3.12,0.49,10.20,6.00
3410.00,0.00,6.20,0.23,0.35,0.70,0.05,24.00,111.00,0.99,3.37,0.43,11.00,3.00
3411.00,0.00,8.90,0.30,0.35,4.60,0.03,32.00,148.00,0.99,3.15,0.45,11.50,7.00
3412.00,0.00,6.00,0.14,0.17,5.60,0.04,37.00,127.00,0.99,3.05,0.57,9.80,6.00
3413.00,0.00,6.80,0.24,0.29,9.50,0.04,56.00,157.00,1.00,3.11,0.51,10.10,6.00
3414.00,0.00,6.70,0.21,0.48,14.80,0.05,31.00,195.00,1.00,2.95,0.75,8.80,6.00
3415.00,0.00,8.90,0.30,0.35,4.60,0.03,32.00,148.00,0.99,3.15,0.45,11.50,7.00
3416.00,0.00,6.10,0.30,0.30,2.10,0.03,50.00,163.00,0.99,3.39,0.43,12.70,7.00
3417.00,0.00,7.20,0.37,0.40,11.60,0.03,34.00,214.00,1.00,3.10,0.51,9.80,6.00
3418.00,0.00,6.70,0.64,0.30,1.20,0.03,18.00,76.00,0.99,3.16,0.60,12.90,4.00
3419.00,0.00,7.20,0.37,0.40,11.60,0.03,34.00,214.00,1.00,3.10,0.51,9.80,6.00
3420.00,0.00,6.10,0.30,0.30,2.10,0.03,50.00,163.00,0.99,3.39,0.43,12.70,7.00
3421.00,0.00,7.60,0.28,0.49,20.15,0.06,30.00,145.00,1.00,3.01,0.44,8.50,5.00
3422.00,0.00,6.30,0.29,0.28,4.70,0.06,28.00,81.00,0.99,3.24,0.56,12.70,8.00
3423.00,0.00,6.20,0.28,0.28,4.30,0.03,22.00,105.00,0.99,2.98,0.64,13.10,8.00
3424.00,0.00,7.10,0.18,0.39,14.50,0.05,48.00,156.00,1.00,3.35,0.78,9.10,5.00
3425.00,0.00,6.40,0.32,0.27,4.90,0.03,18.00,122.00,0.99,3.36,0.71,12.50,6.00
3426.00,0.00,7.10,0.17,0.40,14.55,0.05,47.00,156.00,1.00,3.34,0.78,9.10,6.00
3427.00,0.00,7.10,0.17,0.40,14.55,0.05,47.00,156.00,1.00,3.34,0.78,9.10,6.00
3428.00,0.00,5.80,0.24,0.26,10.05,0.04,63.00,162.00,0.99,3.33,0.50,11.20,6.00
3429.00,0.00,6.40,0.32,0.27,4.90,0.03,18.00,122.00,0.99,3.36,0.71,12.50,6.00
3430.00,0.00,7.10,0.18,0.39,14.50,0.05,48.00,156.00,1.00,3.35,0.78,9.10,5.00
3431.00,0.00,7.10,0.17,0.40,14.55,0.05,47.00,156.00,1.00,3.34,0.78,9.10,6.00
3432.00,0.00,7.10,0.18,0.39,15.25,0.05,45.00,158.00,1.00,3.34,0.77,9.10,6.00
3433.00,0.00,7.80,0.29,0.29,3.15,0.04,41.00,117.00,0.99,3.24,0.35,11.50,5.00
3434.00,0.00,6.20,0.26,0.27,1.30,0.04,30.00,86.00,0.99,3.05,0.59,12.90,7.00
3435.00,0.00,8.20,0.34,0.29,5.20,0.08,19.00,92.00,0.99,2.95,0.39,12.50,6.00
3436.00,0.00,6.50,0.24,0.28,1.10,0.03,26.00,83.00,0.99,3.25,0.33,12.30,6.00
3437.00,0.00,6.90,0.24,0.23,7.10,0.04,20.00,97.00,0.99,3.10,0.85,11.40,6.00
3438.00,0.00,6.70,0.40,0.22,8.80,0.05,24.00,113.00,1.00,3.22,0.45,9.40,5.00
3439.00,0.00,6.70,0.30,0.44,18.50,0.06,65.00,224.00,1.00,3.11,0.53,9.10,5.00
3440.00,0.00,6.70,0.40,0.22,8.80,0.05,24.00,113.00,1.00,3.22,0.45,9.40,5.00
3441.00,0.00,6.80,0.17,0.32,1.40,0.04,35.00,106.00,0.99,3.16,0.66,12.00,5.00
3442.00,0.00,7.10,0.25,0.28,1.20,0.04,31.00,111.00,0.99,3.18,0.53,11.10,5.00
3443.00,0.00,5.90,0.27,0.27,5.00,0.04,14.00,97.00,0.99,3.10,0.33,11.80,7.00
3444.00,0.00,6.00,0.16,0.22,1.60,0.04,36.00,106.00,0.99,3.24,0.32,11.40,6.00
3445.00,0.00,6.70,0.30,0.44,18.75,0.06,65.00,224.00,1.00,3.11,0.53,9.10,5.00
3446.00,0.00,6.60,0.15,0.32,6.00,0.03,59.00,128.00,0.99,3.19,0.71,12.10,8.00
3447.00,0.00,7.30,0.34,0.30,9.40,0.06,34.00,178.00,1.00,3.15,0.44,10.40,6.00
3448.00,0.00,6.00,0.17,0.29,9.70,0.04,33.00,98.00,1.00,3.12,0.36,9.20,6.00
3449.00,0.00,6.70,0.47,0.29,4.75,0.03,29.00,134.00,0.99,3.29,0.46,13.00,7.00
3450.00,0.00,6.60,0.15,0.32,6.00,0.03,59.00,128.00,0.99,3.19,0.71,12.10,8.00
3451.00,0.00,6.60,0.21,0.29,5.35,0.03,43.00,106.00,0.99,2.93,0.43,11.50,7.00
3452.00,0.00,6.60,0.21,0.29,5.35,0.03,43.00,106.00,0.99,2.93,0.43,11.50,7.00
3453.00,0.00,8.00,0.24,0.48,6.80,0.05,13.00,134.00,1.00,3.23,0.70,10.00,5.00
3454.00,0.00,5.60,0.34,0.30,6.90,0.04,23.00,89.00,0.99,3.25,0.49,11.10,6.00
3455.00,0.00,5.80,0.54,0.00,1.40,0.03,40.00,107.00,0.99,3.26,0.35,12.40,5.00
3456.00,0.00,7.30,0.23,0.24,0.90,0.03,29.00,86.00,0.99,2.90,0.38,12.20,6.00
3457.00,0.00,6.00,0.39,0.13,1.20,0.04,60.00,172.00,0.99,3.06,0.52,10.60,5.00
3458.00,0.00,6.10,0.11,0.31,1.30,0.04,55.00,145.00,0.99,3.41,0.41,11.10,7.00
3459.00,0.00,5.80,0.32,0.20,2.60,0.03,17.00,123.00,0.99,3.36,0.78,13.90,7.00
3460.00,0.00,7.60,0.22,0.28,12.00,0.06,68.00,143.00,1.00,2.99,0.30,9.20,6.00
3461.00,0.00,6.80,0.19,0.40,9.85,0.06,41.00,103.00,1.00,2.98,0.56,10.50,6.00
3462.00,0.00,6.70,0.24,0.30,3.85,0.04,105.00,179.00,0.99,3.04,0.59,11.30,8.00
3463.00,0.00,6.80,0.17,0.34,2.00,0.04,38.00,111.00,0.99,3.24,0.45,12.90,6.00
3464.00,0.00,6.20,0.30,0.31,1.60,0.04,40.00,106.00,0.99,3.26,0.39,12.90,7.00
3465.00,0.00,6.90,0.29,0.41,7.80,0.05,52.00,171.00,1.00,3.12,0.51,9.60,5.00
3466.00,0.00,6.80,0.19,0.34,1.90,0.04,41.00,108.00,0.99,3.25,0.45,12.90,6.00
3467.00,0.00,6.80,0.17,0.34,2.00,0.04,38.00,111.00,0.99,3.24,0.45,12.90,6.00
3468.00,0.00,6.60,0.24,0.27,10.30,0.05,54.00,219.00,1.00,3.04,0.45,8.80,5.00
3469.00,0.00,6.60,0.16,0.36,1.10,0.03,27.00,93.00,0.99,3.23,0.34,13.20,8.00
3470.00,0.00,7.60,0.22,0.28,12.00,0.06,68.00,143.00,1.00,2.99,0.30,9.20,6.00
3471.00,0.00,6.70,0.24,0.30,3.85,0.04,105.00,179.00,0.99,3.04,0.59,11.30,8.00
3472.00,0.00,6.80,0.19,0.40,9.85,0.06,41.00,103.00,1.00,2.98,0.56,10.50,6.00
3473.00,0.00,6.70,0.16,0.36,2.00,0.05,24.00,131.00,0.99,3.30,0.59,10.50,6.00
3474.00,0.00,6.50,0.30,0.27,4.00,0.04,37.00,97.00,0.99,3.20,0.60,12.60,8.00
3475.00,0.00,6.50,0.22,0.19,1.10,0.06,36.00,191.00,0.99,3.05,0.50,9.50,6.00
3476.00,0.00,6.20,0.36,0.45,10.40,0.06,22.00,184.00,1.00,3.31,0.56,9.80,6.00
3477.00,0.00,6.20,0.37,0.24,6.10,0.03,19.00,86.00,0.99,3.04,0.26,13.40,8.00
3478.00,0.00,7.60,0.31,0.24,1.80,0.04,39.00,150.00,0.99,3.05,0.44,11.80,7.00
3479.00,0.00,6.20,0.36,0.45,10.40,0.06,22.00,184.00,1.00,3.31,0.56,9.80,6.00
3480.00,0.00,5.90,0.32,0.28,4.70,0.04,34.00,94.00,0.99,3.22,0.57,13.10,7.00
3481.00,0.00,6.50,0.30,0.27,4.00,0.04,37.00,97.00,0.99,3.20,0.60,12.60,8.00
3482.00,0.00,5.80,0.22,0.30,1.10,0.05,36.00,131.00,0.99,3.26,0.45,10.40,5.00
